id;bc;G_f_type;G_f_start;G_f_stop;G_f_init;G_f_final;eta_f_type;eta_f_start;eta_f_stop;eta_f_init;eta_f_final
BoilerNoise-bc1-s1-009;1;1;202;672;0;0.465539074;0;0;0;0;0
BoilerNoise-bc1-s1-010;1;1;147;672;0;0.116156471;0;0;0;0;0
BoilerNoise-bc1-s1-011;1;1;6;672;0;0.19662782;0;0;0;0;0
BoilerNoise-bc1-s1-012;1;1;99;672;0;0.003105803;0;0;0;0;0
BoilerNoise-bc1-s1-013;1;2;545;672;0;0.46941355;0;0;0;0;0
BoilerNoise-bc1-s1-014;1;1;492;672;0;0.323857089;0;0;0;0;0
BoilerNoise-bc1-s1-015;1;2;551;672;0;0.103588193;0;0;0;0;0
BoilerNoise-bc1-s1-016;1;2;238;672;0;0.781414317;0;0;0;0;0
BoilerNoise-bc1-s1-017;1;2;570;672;0;0.187384069;0;0;0;0;0
BoilerNoise-bc1-s1-018;1;2;186;672;0;0.316392755;0;0;0;0;0
BoilerNoise-bc1-s1-019;1;1;271;672;0;0.48942766;0;0;0;0;0
BoilerNoise-bc1-s1-020;1;1;466;672;0;0.239371954;0;0;0;0;0
BoilerNoise-bc1-s1-021;1;1;606;672;0;0.374017306;0;0;0;0;0
BoilerNoise-bc1-s1-022;1;1;308;672;0;0.158805271;0;0;0;0;0
BoilerNoise-bc1-s1-023;1;2;257;672;0;0.145228879;0;0;0;0;0
BoilerNoise-bc1-s1-024;1;2;301;672;0;0.319217706;0;0;0;0;0
BoilerNoise-bc1-s1-025;1;1;403;672;0;0.026077358;0;0;0;0;0
BoilerNoise-bc1-s1-026;1;2;471;672;0;0.179074444;0;0;0;0;0
BoilerNoise-bc1-s1-027;1;2;434;672;0;0.06624393;0;0;0;0;0
BoilerNoise-bc1-s1-028;1;2;57;672;0;0.034991067;0;0;0;0;0
BoilerNoise-bc1-s1-029;1;1;263;672;0;0.424166762;0;0;0;0;0
BoilerNoise-bc1-s1-030;1;2;264;672;0;0.222175244;0;0;0;0;0
BoilerNoise-bc1-s1-031;1;2;89;672;0;0.092468778;0;0;0;0;0
BoilerNoise-bc1-s1-032;1;2;38;672;0;0.05152688;0;0;0;0;0
BoilerNoise-bc1-s1-033;1;2;293;672;0;0.099405934;0;0;0;0;0
BoilerNoise-bc1-s1-034;1;2;375;672;0;0.332646129;0;0;0;0;0
BoilerNoise-bc1-s1-035;1;1;565;672;0;0.102950384;0;0;0;0;0
BoilerNoise-bc1-s1-036;1;1;441;672;0;0.667596284;0;0;0;0;0
BoilerNoise-bc1-s1-037;1;2;546;672;0;0.197905229;0;0;0;0;0
BoilerNoise-bc1-s1-038;1;1;167;672;0;0.247846706;0;0;0;0;0
BoilerNoise-bc1-s1-039;1;1;467;672;0;0.005569144;0;0;0;0;0
BoilerNoise-bc1-s1-040;1;2;36;672;0;0.089487395;0;0;0;0;0
BoilerNoise-bc1-s1-041;1;1;669;672;0;0.203815373;0;0;0;0;0
BoilerNoise-bc1-s1-042;1;1;90;672;0;0.229980134;0;0;0;0;0
BoilerNoise-bc1-s1-043;1;2;376;672;0;0.198414573;0;0;0;0;0
BoilerNoise-bc1-s1-044;1;2;460;672;0;0.093628241;0;0;0;0;0
BoilerNoise-bc1-s1-045;1;1;280;672;0;0.274025737;0;0;0;0;0
BoilerNoise-bc1-s1-046;1;2;108;672;0;0.022636665;0;0;0;0;0
BoilerNoise-bc1-s1-047;1;1;179;672;0;0.218955663;0;0;0;0;0
BoilerNoise-bc1-s1-048;1;2;59;672;0;0.131615265;0;0;0;0;0
BoilerNoise-bc1-s1-049;1;1;603;672;0;0.517655623;0;0;0;0;0
BoilerNoise-bc1-s1-050;1;1;527;672;0;0.151939251;0;0;0;0;0
BoilerNoise-bc1-s1-051;1;2;344;672;0;0.08464959;0;0;0;0;0
BoilerNoise-bc1-s1-052;1;1;585;672;0;0.448304134;0;0;0;0;0
BoilerNoise-bc1-s1-053;1;2;154;672;0;0.09937547;0;0;0;0;0
BoilerNoise-bc1-s1-054;1;1;538;672;0;0.082035885;0;0;0;0;0
BoilerNoise-bc1-s1-055;1;2;343;672;0;0.109098;0;0;0;0;0
BoilerNoise-bc1-s1-056;1;2;135;672;0;0.061116649;0;0;0;0;0
BoilerNoise-bc1-s1-057;1;2;496;672;0;0.068591766;0;0;0;0;0
BoilerNoise-bc1-s1-058;1;2;129;672;0;0.380566193;0;0;0;0;0
BoilerNoise-bc1-s1-059;1;1;108;672;0;0.097170606;0;0;0;0;0
BoilerNoise-bc1-s1-060;1;2;514;672;0;0.472740895;0;0;0;0;0
BoilerNoise-bc1-s1-061;1;1;492;672;0;0.03591619;0;0;0;0;0
BoilerNoise-bc1-s1-062;1;2;444;672;0;0.359800466;0;0;0;0;0
BoilerNoise-bc1-s1-063;1;2;269;672;0;0.104207884;0;0;0;0;0
BoilerNoise-bc1-s1-064;1;1;100;672;0;0.374075698;0;0;0;0;0
BoilerNoise-bc1-s1-065;1;1;545;672;0;0.188519554;0;0;0;0;0
BoilerNoise-bc1-s1-066;1;2;401;672;0;0.026858572;0;0;0;0;0
BoilerNoise-bc1-s1-067;1;2;424;672;0;0.136798521;0;0;0;0;0
BoilerNoise-bc1-s1-068;1;2;165;672;0;0.337388391;0;0;0;0;0
BoilerNoise-bc1-s1-069;1;1;466;672;0;0.102786527;0;0;0;0;0
BoilerNoise-bc1-s1-070;1;2;113;672;0;0.001300144;0;0;0;0;0
BoilerNoise-bc1-s1-071;1;2;253;672;0;0.258558738;0;0;0;0;0
BoilerNoise-bc1-s1-072;1;2;591;672;0;0.138733564;0;0;0;0;0
BoilerNoise-bc1-s1-073;1;2;321;672;0;0.547835292;0;0;0;0;0
BoilerNoise-bc1-s1-074;1;2;440;672;0;0.185880796;0;0;0;0;0
BoilerNoise-bc1-s1-075;1;2;96;672;0;0.27967048;0;0;0;0;0
BoilerNoise-bc1-s1-076;1;2;317;672;0;0.224855703;0;0;0;0;0
BoilerNoise-bc1-s1-077;1;2;584;672;0;0.581784886;0;0;0;0;0
BoilerNoise-bc1-s1-078;1;2;506;672;0;0.116851396;0;0;0;0;0
BoilerNoise-bc1-s1-079;1;1;636;672;0;0.105859431;0;0;0;0;0
BoilerNoise-bc1-s1-080;1;1;577;672;0;0.017916302;0;0;0;0;0
BoilerNoise-bc1-s1-081;1;2;511;672;0;0.029114953;0;0;0;0;0
BoilerNoise-bc1-s1-082;1;1;122;672;0;0.27990799;0;0;0;0;0
BoilerNoise-bc1-s1-083;1;1;400;672;0;0.059641368;0;0;0;0;0
BoilerNoise-bc1-s1-084;1;2;656;672;0;0.297035436;0;0;0;0;0
BoilerNoise-bc1-s1-085;1;2;339;672;0;0.062076142;0;0;0;0;0
BoilerNoise-bc1-s1-086;1;1;619;672;0;0.283813722;0;0;0;0;0
BoilerNoise-bc1-s1-087;1;1;561;672;0;0.401753726;0;0;0;0;0
BoilerNoise-bc1-s1-088;1;1;603;672;0;0.433498313;0;0;0;0;0
BoilerNoise-bc1-s1-089;1;1;330;672;0;0.353388776;0;0;0;0;0
BoilerNoise-bc1-s1-090;1;2;474;672;0;0.535951749;0;0;0;0;0
BoilerNoise-bc1-s1-091;1;2;461;672;0;0.361641214;0;0;0;0;0
BoilerNoise-bc1-s1-092;1;1;629;672;0;0.257409878;0;0;0;0;0
BoilerNoise-bc1-s1-093;1;2;207;672;0;0.228648528;0;0;0;0;0
BoilerNoise-bc1-s1-094;1;1;287;672;0;0.108741938;0;0;0;0;0
BoilerNoise-bc1-s1-095;1;1;305;672;0;0.285258072;0;0;0;0;0
BoilerNoise-bc1-s1-096;1;1;368;672;0;0.245203712;0;0;0;0;0
BoilerNoise-bc1-s1-097;1;2;264;672;0;0.067346618;0;0;0;0;0
BoilerNoise-bc1-s1-098;1;1;252;672;0;0.124018272;0;0;0;0;0
BoilerNoise-bc1-s1-099;1;2;403;672;0;0.244925767;0;0;0;0;0
BoilerNoise-bc1-s1-100;1;1;387;672;0;0.325829696;0;0;0;0;0
BoilerNoise-bc1-s2-000;1;0;0;0;0;0;2;145;672;0;0.073654121
BoilerNoise-bc1-s2-001;1;0;0;0;0;0;2;475;672;0;0.318013286
BoilerNoise-bc1-s2-002;1;0;0;0;0;0;1;220;672;0;0.358256267
BoilerNoise-bc1-s2-003;1;0;0;0;0;0;1;307;672;0;0.313018389
BoilerNoise-bc1-s2-004;1;0;0;0;0;0;1;407;672;0;0.019020778
BoilerNoise-bc1-s2-005;1;0;0;0;0;0;2;670;672;0;0.468049188
BoilerNoise-bc1-s2-006;1;0;0;0;0;0;2;303;672;0;0.278171304
BoilerNoise-bc1-s2-007;1;0;0;0;0;0;1;167;672;0;0.536470054
BoilerNoise-bc1-s2-008;1;0;0;0;0;0;1;88;672;0;0.548893562
BoilerNoise-bc1-s2-009;1;0;0;0;0;0;1;40;672;0;0.039607948
BoilerNoise-bc1-s2-010;1;0;0;0;0;0;1;596;672;0;0.096855859
BoilerNoise-bc1-s2-011;1;0;0;0;0;0;1;531;672;0;0.149243965
BoilerNoise-bc1-s2-012;1;0;0;0;0;0;2;427;672;0;0.190919258
BoilerNoise-bc1-s2-013;1;0;0;0;0;0;1;377;672;0;0.32826075
BoilerNoise-bc1-s2-014;1;0;0;0;0;0;1;608;672;0;0.029973605
BoilerNoise-bc1-s2-015;1;0;0;0;0;0;1;308;672;0;0.210962473
BoilerNoise-bc1-s2-016;1;0;0;0;0;0;1;639;672;0;0.682343077
BoilerNoise-bc1-s2-017;1;0;0;0;0;0;1;542;672;0;0.195313422
BoilerNoise-bc1-s2-018;1;0;0;0;0;0;1;38;672;0;0.007703121
BoilerNoise-bc1-s2-019;1;0;0;0;0;0;1;439;672;0;0.060059917
BoilerNoise-bc1-s2-020;1;0;0;0;0;0;2;245;672;0;0.084481311
BoilerNoise-bc1-s2-021;1;0;0;0;0;0;2;470;672;0;0.097800242
BoilerNoise-bc1-s2-022;1;0;0;0;0;0;1;12;672;0;0.130377779
BoilerNoise-bc1-s2-023;1;0;0;0;0;0;1;198;672;0;0.250553228
BoilerNoise-bc1-s2-024;1;0;0;0;0;0;1;426;672;0;0.07620938
BoilerNoise-bc1-s2-025;1;0;0;0;0;0;1;5;672;0;0.303209956
BoilerNoise-bc1-s2-026;1;0;0;0;0;0;2;48;672;0;0.215971409
BoilerNoise-bc1-s2-027;1;0;0;0;0;0;2;5;672;0;0.524420815
BoilerNoise-bc1-s2-028;1;0;0;0;0;0;1;654;672;0;0.014060743
BoilerNoise-bc1-s2-029;1;0;0;0;0;0;2;481;672;0;0.105713109
BoilerNoise-bc1-s2-030;1;0;0;0;0;0;2;615;672;0;0.153062268
BoilerNoise-bc1-s2-031;1;0;0;0;0;0;1;661;672;0;0.056541104
BoilerNoise-bc1-s2-032;1;0;0;0;0;0;1;130;672;0;0.194149674
BoilerNoise-bc1-s2-033;1;0;0;0;0;0;2;263;672;0;0.043149115
BoilerNoise-bc1-s2-034;1;0;0;0;0;0;2;433;672;0;0.40810433
BoilerNoise-bc1-s2-035;1;0;0;0;0;0;1;630;672;0;0.004151671
BoilerNoise-bc1-s2-036;1;0;0;0;0;0;1;631;672;0;0.102997707
BoilerNoise-bc1-s2-037;1;0;0;0;0;0;1;208;672;0;0.098730693
BoilerNoise-bc1-s2-038;1;0;0;0;0;0;2;335;672;0;0.125105279
BoilerNoise-bc1-s2-039;1;0;0;0;0;0;1;403;672;0;0.416986491
BoilerNoise-bc1-s2-040;1;0;0;0;0;0;2;396;672;0;0.284647545
BoilerNoise-bc1-s2-041;1;0;0;0;0;0;2;387;672;0;0.091463185
BoilerNoise-bc1-s2-042;1;0;0;0;0;0;2;101;672;0;0.058890433
BoilerNoise-bc1-s2-043;1;0;0;0;0;0;1;664;672;0;0.238705623
BoilerNoise-bc1-s2-044;1;0;0;0;0;0;1;108;672;0;0.095497921
BoilerNoise-bc1-s2-045;1;0;0;0;0;0;2;474;672;0;0.385859155
BoilerNoise-bc1-s2-046;1;0;0;0;0;0;2;584;672;0;0.235478057
BoilerNoise-bc1-s2-047;1;0;0;0;0;0;2;199;672;0;0.091997591
BoilerNoise-bc1-s2-048;1;0;0;0;0;0;1;84;672;0;0.496234739
BoilerNoise-bc1-s2-049;1;0;0;0;0;0;2;526;672;0;0.573084693
BoilerNoise-bc1-s2-050;1;0;0;0;0;0;1;255;672;0;0.191084192
BoilerNoise-bc1-s2-051;1;0;0;0;0;0;1;477;672;0;0.098025061
BoilerNoise-bc1-s2-052;1;0;0;0;0;0;2;168;672;0;0.184843727
BoilerNoise-bc1-s2-053;1;0;0;0;0;0;1;478;672;0;0.164106441
BoilerNoise-bc1-s2-054;1;0;0;0;0;0;2;667;672;0;0.091415808
BoilerNoise-bc1-s2-055;1;0;0;0;0;0;1;238;672;0;0.018887426
BoilerNoise-bc1-s2-056;1;0;0;0;0;0;1;230;672;0;0.09553525
BoilerNoise-bc1-s2-057;1;0;0;0;0;0;1;447;672;0;0.336530446
BoilerNoise-bc1-s2-058;1;0;0;0;0;0;2;291;672;0;0.514186771
BoilerNoise-bc1-s2-059;1;0;0;0;0;0;1;627;672;0;0.15056532
BoilerNoise-bc1-s2-060;1;0;0;0;0;0;2;68;672;0;0.321513519
BoilerNoise-bc1-s2-061;1;0;0;0;0;0;1;637;672;0;0.081509272
BoilerNoise-bc1-s2-062;1;0;0;0;0;0;2;97;672;0;0.089522628
BoilerNoise-bc1-s2-063;1;0;0;0;0;0;1;163;672;0;0.646011687
BoilerNoise-bc1-s2-064;1;0;0;0;0;0;2;634;672;0;0.112954673
BoilerNoise-bc1-s2-065;1;0;0;0;0;0;2;1;672;0;0.176267247
BoilerNoise-bc1-s2-066;1;0;0;0;0;0;2;262;672;0;0.149210804
BoilerNoise-bc1-s2-067;1;0;0;0;0;0;1;382;672;0;0.373910687
BoilerNoise-bc1-s2-068;1;0;0;0;0;0;2;463;672;0;0.022444597
BoilerNoise-bc1-s2-069;1;0;0;0;0;0;1;506;672;0;0.474607586
BoilerNoise-bc1-s2-070;1;0;0;0;0;0;2;99;672;0;0.548904688
BoilerNoise-bc1-s2-071;1;0;0;0;0;0;2;367;672;0;0.042366641
BoilerNoise-bc1-s2-072;1;0;0;0;0;0;1;544;672;0;0.245890796
BoilerNoise-bc1-s2-073;1;0;0;0;0;0;1;565;672;0;0.012272326
BoilerNoise-bc1-s2-074;1;0;0;0;0;0;1;183;672;0;0.167712312
BoilerNoise-bc1-s2-075;1;0;0;0;0;0;1;600;672;0;0.245053707
BoilerNoise-bc1-s2-076;1;0;0;0;0;0;1;145;672;0;0.113024391
BoilerNoise-bc1-s2-077;1;0;0;0;0;0;1;611;672;0;0.161861875
BoilerNoise-bc1-s2-078;1;0;0;0;0;0;2;581;672;0;0.099351206
BoilerNoise-bc1-s2-079;1;0;0;0;0;0;1;252;672;0;0.153202971
BoilerNoise-bc1-s2-080;1;0;0;0;0;0;2;455;672;0;0.151403341
BoilerNoise-bc1-s2-081;1;0;0;0;0;0;2;645;672;0;0.424144029
BoilerNoise-bc1-s2-082;1;0;0;0;0;0;2;587;672;0;0.381009328
BoilerNoise-bc1-s2-083;1;0;0;0;0;0;2;609;672;0;0.356374794
BoilerNoise-bc1-s2-084;1;0;0;0;0;0;1;354;672;0;0.129127708
BoilerNoise-bc1-s2-085;1;0;0;0;0;0;2;633;672;0;0.261836669
BoilerNoise-bc1-s2-086;1;0;0;0;0;0;1;471;672;0;0.172960056
BoilerNoise-bc1-s2-087;1;0;0;0;0;0;1;496;672;0;0.485736131
BoilerNoise-bc1-s2-088;1;0;0;0;0;0;1;204;672;0;0.015553826
BoilerNoise-bc1-s2-089;1;0;0;0;0;0;2;375;672;0;0.328790354
BoilerNoise-bc1-s2-090;1;0;0;0;0;0;2;405;672;0;0.198674581
BoilerNoise-bc1-s2-091;1;0;0;0;0;0;1;129;672;0;0.181612533
BoilerNoise-bc1-s2-092;1;0;0;0;0;0;2;326;672;0;0.219617923
BoilerNoise-bc1-s2-093;1;0;0;0;0;0;2;579;672;0;0.436525903
BoilerNoise-bc1-s2-094;1;0;0;0;0;0;1;532;672;0;0.156979944
BoilerNoise-bc1-s2-095;1;0;0;0;0;0;1;249;672;0;0.056636735
BoilerNoise-bc1-s2-096;1;0;0;0;0;0;2;259;672;0;0.232841492
BoilerNoise-bc1-s2-097;1;0;0;0;0;0;2;426;672;0;0.280831374
BoilerNoise-bc1-s2-098;1;0;0;0;0;0;1;438;672;0;0.793000103
BoilerNoise-bc1-s2-099;1;0;0;0;0;0;1;252;672;0;0.376022032
BoilerNoise-bc1-s2-100;1;0;0;0;0;0;1;42;672;0;0.279091292
BoilerNoise-bc1-s3-000;1;2;618;672;0;0.03407511;2;618;672;0;0.03407511
BoilerNoise-bc1-s3-001;1;1;237;672;0;0.026878907;1;237;672;0;0.026878907
BoilerNoise-bc1-s3-002;1;1;278;672;0;0.174681298;1;278;672;0;0.174681298
BoilerNoise-bc1-s3-003;1;1;347;672;0;0.179400649;1;347;672;0;0.179400649
BoilerNoise-bc1-s3-004;1;1;484;672;0;0.361935803;1;484;672;0;0.361935803
BoilerNoise-bc1-s3-005;1;2;45;672;0;0.532538314;2;45;672;0;0.532538314
BoilerNoise-bc1-s3-006;1;2;52;672;0;0.191753938;2;52;672;0;0.191753938
BoilerNoise-bc1-s3-007;1;1;229;672;0;0.633844101;1;229;672;0;0.633844101
BoilerNoise-bc1-s3-008;1;1;551;672;0;0.133011889;1;551;672;0;0.133011889
BoilerNoise-bc1-s3-009;1;1;488;672;0;0.247028779;1;488;672;0;0.247028779
BoilerNoise-bc1-s3-010;1;1;89;672;0;0.095052913;1;89;672;0;0.095052913
BoilerNoise-bc1-s3-011;1;1;285;672;0;0.350729441;1;285;672;0;0.350729441
BoilerNoise-bc1-s3-012;1;2;233;672;0;0.423724502;2;233;672;0;0.423724502
BoilerNoise-bc1-s3-013;1;2;633;672;0;0.097647199;2;633;672;0;0.097647199
BoilerNoise-bc1-s3-014;1;1;652;672;0;0.27942915;1;652;672;0;0.27942915
BoilerNoise-bc1-s3-015;1;1;359;672;0;0.368252087;1;359;672;0;0.368252087
BoilerNoise-bc1-s3-016;1;1;150;672;0;0.522632993;1;150;672;0;0.522632993
BoilerNoise-bc1-s3-017;1;2;289;672;0;0.060773809;2;289;672;0;0.060773809
BoilerNoise-bc1-s3-018;1;2;12;672;0;0.164093913;2;12;672;0;0.164093913
BoilerNoise-bc1-s3-019;1;1;613;672;0;0.315712096;1;613;672;0;0.315712096
BoilerNoise-bc1-s3-020;1;2;483;672;0;0.201648797;2;483;672;0;0.201648797
BoilerNoise-bc1-s3-021;1;2;333;672;0;0.435776785;2;333;672;0;0.435776785
BoilerNoise-bc1-s3-022;1;2;216;672;0;0.00866165;2;216;672;0;0.00866165
BoilerNoise-bc1-s3-023;1;1;514;672;0;0.040717336;1;514;672;0;0.040717336
BoilerNoise-bc1-s3-024;1;1;586;672;0;0.631059611;1;586;672;0;0.631059611
BoilerNoise-bc1-s3-025;1;2;464;672;0;0.113850593;2;464;672;0;0.113850593
BoilerNoise-bc1-s3-026;1;1;234;672;0;0.2184636;1;234;672;0;0.2184636
BoilerNoise-bc1-s3-027;1;2;40;672;0;0.579521903;2;40;672;0;0.579521903
BoilerNoise-bc1-s3-028;1;2;312;672;0;0.26886283;2;312;672;0;0.26886283
BoilerNoise-bc1-s3-029;1;1;670;672;0;0.390740132;1;670;672;0;0.390740132
BoilerNoise-bc1-s3-030;1;1;30;672;0;0.152021004;1;30;672;0;0.152021004
BoilerNoise-bc1-s3-031;1;1;55;672;0;0.004678843;1;55;672;0;0.004678843
BoilerNoise-bc1-s3-032;1;1;144;672;0;0.250852954;1;144;672;0;0.250852954
BoilerNoise-bc1-s3-033;1;1;495;672;0;0.747911493;1;495;672;0;0.747911493
BoilerNoise-bc1-s3-034;1;1;455;672;0;0.093130074;1;455;672;0;0.093130074
BoilerNoise-bc1-s3-035;1;1;210;672;0;0.402546499;1;210;672;0;0.402546499
BoilerNoise-bc1-s3-036;1;2;365;672;0;0.438300215;2;365;672;0;0.438300215
BoilerNoise-bc1-s3-037;1;2;180;672;0;0.229293832;2;180;672;0;0.229293832
BoilerNoise-bc1-s3-038;1;2;535;672;0;0.163025162;2;535;672;0;0.163025162
BoilerNoise-bc1-s3-039;1;1;386;672;0;0.331457479;1;386;672;0;0.331457479
BoilerNoise-bc1-s3-040;1;1;493;672;0;0.149816658;1;493;672;0;0.149816658
BoilerNoise-bc1-s3-041;1;2;324;672;0;0.104713623;2;324;672;0;0.104713623
BoilerNoise-bc1-s3-042;1;1;376;672;0;0.139339102;1;376;672;0;0.139339102
BoilerNoise-bc1-s3-043;1;2;443;672;0;0.58872599;2;443;672;0;0.58872599
BoilerNoise-bc1-s3-044;1;2;159;672;0;0.079551437;2;159;672;0;0.079551437
BoilerNoise-bc1-s3-045;1;1;361;672;0;0.150011575;1;361;672;0;0.150011575
BoilerNoise-bc1-s3-046;1;1;83;672;0;0.043582492;1;83;672;0;0.043582492
BoilerNoise-bc1-s3-047;1;1;0;672;0;0.002318605;1;0;672;0;0.002318605
BoilerNoise-bc1-s3-048;1;1;96;672;0;0.526072132;1;96;672;0;0.526072132
BoilerNoise-bc1-s3-049;1;1;492;672;0;0.526957715;1;492;672;0;0.526957715
BoilerNoise-bc1-s3-050;1;1;176;672;0;0.034238356;1;176;672;0;0.034238356
BoilerNoise-bc1-s3-051;1;2;649;672;0;0.129299963;2;649;672;0;0.129299963
BoilerNoise-bc1-s3-052;1;2;7;672;0;0.580471382;2;7;672;0;0.580471382
BoilerNoise-bc1-s3-053;1;2;324;672;0;0.144141577;2;324;672;0;0.144141577
BoilerNoise-bc1-s3-054;1;1;305;672;0;0.175105982;1;305;672;0;0.175105982
BoilerNoise-bc1-s3-055;1;2;42;672;0;0.416047479;2;42;672;0;0.416047479
BoilerNoise-bc1-s3-056;1;1;117;672;0;0.174083077;1;117;672;0;0.174083077
BoilerNoise-bc1-s3-057;1;1;302;672;0;0.492223481;1;302;672;0;0.492223481
BoilerNoise-bc1-s3-058;1;1;397;672;0;0.052529515;1;397;672;0;0.052529515
BoilerNoise-bc1-s3-059;1;2;257;672;0;0.283655464;2;257;672;0;0.283655464
BoilerNoise-bc1-s3-060;1;2;219;672;0;0.68502793;2;219;672;0;0.68502793
BoilerNoise-bc1-s3-061;1;2;378;672;0;0.327555129;2;378;672;0;0.327555129
BoilerNoise-bc1-s3-062;1;2;334;672;0;0.469711766;2;334;672;0;0.469711766
BoilerNoise-bc1-s3-063;1;1;82;672;0;0.043218991;1;82;672;0;0.043218991
BoilerNoise-bc1-s3-064;1;2;364;672;0;0.042574116;2;364;672;0;0.042574116
BoilerNoise-bc1-s3-065;1;1;324;672;0;0.414563761;1;324;672;0;0.414563761
BoilerNoise-bc1-s3-066;1;1;489;672;0;0.379452101;1;489;672;0;0.379452101
BoilerNoise-bc1-s3-067;1;1;21;672;0;0.37358429;1;21;672;0;0.37358429
BoilerNoise-bc1-s3-068;1;1;45;672;0;0.387681153;1;45;672;0;0.387681153
BoilerNoise-bc1-s3-069;1;1;643;672;0;0.200577561;1;643;672;0;0.200577561
BoilerNoise-bc1-s3-070;1;2;360;672;0;0.043422129;2;360;672;0;0.043422129
BoilerNoise-bc1-s3-071;1;1;410;672;0;0.566502978;1;410;672;0;0.566502978
BoilerNoise-bc1-s3-072;1;2;292;672;0;0.479073283;2;292;672;0;0.479073283
BoilerNoise-bc1-s3-073;1;2;588;672;0;0.25052436;2;588;672;0;0.25052436
BoilerNoise-bc1-s3-074;1;1;540;672;0;0.005852765;1;540;672;0;0.005852765
BoilerNoise-bc1-s3-075;1;1;297;672;0;0.5713327;1;297;672;0;0.5713327
BoilerNoise-bc1-s3-076;1;2;44;672;0;0.168475987;2;44;672;0;0.168475987
BoilerNoise-bc1-s3-077;1;2;454;672;0;0.159786615;2;454;672;0;0.159786615
BoilerNoise-bc1-s3-078;1;1;102;672;0;0.204107955;1;102;672;0;0.204107955
BoilerNoise-bc1-s3-079;1;1;76;672;0;0.279298487;1;76;672;0;0.279298487
BoilerNoise-bc1-s3-080;1;1;16;672;0;0.186666518;1;16;672;0;0.186666518
BoilerNoise-bc1-s3-081;1;2;618;672;0;0.200408114;2;618;672;0;0.200408114
BoilerNoise-bc1-s3-082;1;1;584;672;0;0.209421738;1;584;672;0;0.209421738
BoilerNoise-bc1-s3-083;1;2;475;672;0;0.630218636;2;475;672;0;0.630218636
BoilerNoise-bc1-s3-084;1;2;438;672;0;0.023727523;2;438;672;0;0.023727523
BoilerNoise-bc1-s3-085;1;2;162;672;0;0.383422065;2;162;672;0;0.383422065
BoilerNoise-bc1-s3-086;1;2;502;672;0;0.248638592;2;502;672;0;0.248638592
BoilerNoise-bc1-s3-087;1;1;298;672;0;0.298120539;1;298;672;0;0.298120539
BoilerNoise-bc1-s3-088;1;1;39;672;0;0.404257734;1;39;672;0;0.404257734
BoilerNoise-bc1-s3-089;1;2;531;672;0;0.274049466;2;531;672;0;0.274049466
BoilerNoise-bc1-s3-090;1;2;100;672;0;0.03852431;2;100;672;0;0.03852431
BoilerNoise-bc1-s3-091;1;2;240;672;0;0.115676716;2;240;672;0;0.115676716
BoilerNoise-bc1-s3-092;1;1;44;672;0;0.151792685;1;44;672;0;0.151792685
BoilerNoise-bc1-s3-093;1;2;301;672;0;0.197743193;2;301;672;0;0.197743193
BoilerNoise-bc1-s3-094;1;1;546;672;0;0.799441522;1;546;672;0;0.799441522
BoilerNoise-bc1-s3-095;1;1;156;672;0;0.284025372;1;156;672;0;0.284025372
BoilerNoise-bc1-s3-096;1;2;579;672;0;0.555697338;2;579;672;0;0.555697338
BoilerNoise-bc1-s3-097;1;2;248;672;0;0.120910436;2;248;672;0;0.120910436
BoilerNoise-bc1-s3-098;1;1;33;672;0;0.239474494;1;33;672;0;0.239474494
BoilerNoise-bc1-s3-099;1;1;71;672;0;0.147480385;1;71;672;0;0.147480385
BoilerNoise-bc2-s0-000;2;0;0;0;0;0;0;0;0;0;0
BoilerNoise-bc2-s1-000;2;1;356;672;0;0.126182349;0;0;0;0;0
BoilerNoise-bc2-s1-001;2;1;424;672;0;0.463615571;0;0;0;0;0
BoilerNoise-bc2-s1-002;2;2;74;672;0;0.285928157;0;0;0;0;0
BoilerNoise-bc2-s1-003;2;2;622;672;0;0.141275525;0;0;0;0;0
BoilerNoise-bc2-s1-004;2;1;214;672;0;0.433844407;0;0;0;0;0
BoilerNoise-bc2-s1-005;2;1;201;672;0;0.423198248;0;0;0;0;0
BoilerNoise-bc2-s1-006;2;1;484;672;0;0.153198307;0;0;0;0;0
BoilerNoise-bc2-s1-007;2;2;140;672;0;0.489793768;0;0;0;0;0
BoilerNoise-bc2-s1-008;2;1;395;672;0;0.101383035;0;0;0;0;0
BoilerNoise-bc2-s1-009;2;1;158;672;0;0.317995243;0;0;0;0;0
BoilerNoise-bc2-s1-010;2;2;243;672;0;0.431834312;0;0;0;0;0
BoilerNoise-bc2-s1-011;2;2;591;672;0;0.026259026;0;0;0;0;0
BoilerNoise-bc2-s1-012;2;1;311;672;0;0.193180662;0;0;0;0;0
BoilerNoise-bc2-s1-013;2;1;415;672;0;0.344389094;0;0;0;0;0
BoilerNoise-bc2-s1-014;2;2;96;672;0;0.21307242;0;0;0;0;0
BoilerNoise-bc2-s1-015;2;2;501;672;0;0.415834316;0;0;0;0;0
BoilerNoise-bc2-s1-016;2;2;243;672;0;0.038838783;0;0;0;0;0
BoilerNoise-bc2-s1-017;2;2;109;672;0;0.377938258;0;0;0;0;0
BoilerNoise-bc2-s1-018;2;1;643;672;0;0.233969341;0;0;0;0;0
BoilerNoise-bc2-s1-019;2;2;643;672;0;0.302415563;0;0;0;0;0
